audio_id,trip_id,timestamp,elapsed_seconds,audio_level_db,audio_classification,sustained_duration_sec
AUD1111,TRIP018,06-02-2024 07:05,252,67,normal,0
AUD1112,TRIP018,06-02-2024 07:05,294,58,normal,0
AUD1113,TRIP018,06-02-2024 07:06,336,83,loud,0
AUD1114,TRIP018,06-02-2024 07:07,378,51,quiet,0
AUD1115,TRIP018,06-02-2024 07:08,420,55,quiet,0
AUD1116,TRIP018,06-02-2024 07:08,462,45,quiet,0
AUD1117,TRIP018,06-02-2024 07:09,504,71,conversation,0
AUD1118,TRIP018,06-02-2024 07:10,546,76,loud,0
AUD1119,TRIP018,06-02-2024 07:10,588,61,normal,0
AUD1120,TRIP018,06-02-2024 07:11,630,72,conversation,0
AUD1121,TRIP018,06-02-2024 07:12,672,45,quiet,0
AUD1122,TRIP018,06-02-2024 07:12,714,66,normal,0
AUD1123,TRIP018,06-02-2024 07:13,756,63,normal,0
AUD1124,TRIP018,06-02-2024 07:14,798,78,loud,0
AUD1125,TRIP018,06-02-2024 07:15,840,64,normal,0
AUD1126,TRIP018,06-02-2024 07:15,882,64,normal,0
AUD1127,TRIP018,06-02-2024 07:16,924,55,quiet,0
AUD1128,TRIP018,06-02-2024 07:17,966,68,conversation,0
AUD1129,TRIP018,06-02-2024 07:17,1008,45,quiet,0
AUD1130,TRIP018,06-02-2024 07:18,1050,54,quiet,0
AUD1131,TRIP018,06-02-2024 07:19,1092,55,quiet,0
AUD1132,TRIP018,06-02-2024 07:19,1134,45,quiet,0
AUD1133,TRIP018,06-02-2024 07:20,1176,64,normal,0
AUD1134,TRIP018,06-02-2024 07:21,1218,45,quiet,0
AUD1135,TRIP018,06-02-2024 07:22,1260,69,conversation,0
AUD1136,TRIP018,06-02-2024 07:22,1302,48,quiet,0
AUD1137,TRIP018,06-02-2024 07:23,1344,57,quiet,0
AUD1138,TRIP018,06-02-2024 07:24,1386,66,normal,0
AUD1139,TRIP018,06-02-2024 07:24,1428,79,loud,0
AUD1140,TRIP018,06-02-2024 07:25,1470,52,quiet,0
AUD1141,TRIP018,06-02-2024 07:26,1512,51,quiet,0
AUD1142,TRIP018,06-02-2024 07:26,1554,69,conversation,0
AUD1143,TRIP018,06-02-2024 07:27,1596,60,normal,0
AUD1144,TRIP018,06-02-2024 07:28,1638,64,normal,0
AUD1145,TRIP018,06-02-2024 07:29,1680,62,normal,0
AUD1146,TRIP018,06-02-2024 07:29,1722,57,quiet,0
AUD1147,TRIP018,06-02-2024 07:30,1764,56,quiet,0
AUD1148,TRIP018,06-02-2024 07:31,1806,75,conversation,0
AUD1149,TRIP018,06-02-2024 07:31,1848,45,quiet,0
AUD1150,TRIP018,06-02-2024 07:32,1890,45,quiet,0
AUD1151,TRIP018,06-02-2024 07:33,1932,48,quiet,0
AUD1152,TRIP018,06-02-2024 07:33,1974,75,conversation,0
AUD1153,TRIP018,06-02-2024 07:34,2016,78,loud,0
AUD1154,TRIP018,06-02-2024 07:35,2058,67,normal,0
AUD1155,TRIP018,06-02-2024 07:36,2100,45,quiet,0
AUD1156,TRIP018,06-02-2024 07:36,2142,65,normal,0
AUD1157,TRIP018,06-02-2024 07:37,2184,57,quiet,0
AUD1158,TRIP018,06-02-2024 07:38,2226,48,quiet,0
AUD1159,TRIP018,06-02-2024 07:38,2268,72,conversation,0
AUD1160,TRIP018,06-02-2024 07:39,2310,72,conversation,0
AUD1161,TRIP018,06-02-2024 07:40,2352,52,quiet,0
AUD1162,TRIP018,06-02-2024 07:40,2394,68,conversation,0
AUD1163,TRIP018,06-02-2024 07:41,2436,52,quiet,0
AUD1164,TRIP018,06-02-2024 07:42,2478,59,normal,0
AUD1165,TRIP018,06-02-2024 07:43,2520,45,quiet,0
AUD1166,TRIP018,06-02-2024 07:43,2562,50,quiet,0
AUD1167,TRIP018,06-02-2024 07:44,2604,45,quiet,0
AUD1168,TRIP018,06-02-2024 07:45,2646,53,quiet,0
AUD1169,TRIP018,06-02-2024 07:45,2688,45,quiet,0
AUD1170,TRIP018,06-02-2024 07:46,2730,85,very_loud,5
AUD1171,TRIP018,06-02-2024 07:47,2772,52,quiet,0
AUD1172,TRIP018,06-02-2024 07:47,2814,61,normal,0
AUD1173,TRIP018,06-02-2024 07:48,2856,63,normal,0
AUD1174,TRIP018,06-02-2024 07:49,2898,45,quiet,0
AUD1175,TRIP018,06-02-2024 07:50,2940,63,normal,0
AUD1176,TRIP018,06-02-2024 07:50,2982,51,quiet,0
AUD1177,TRIP018,06-02-2024 07:51,3024,60,normal,0
AUD1178,TRIP018,06-02-2024 07:52,3066,57,quiet,0
AUD1179,TRIP018,06-02-2024 07:52,3108,55,quiet,0
AUD1180,TRIP018,06-02-2024 07:53,3150,50,quiet,0
AUD1181,TRIP018,06-02-2024 07:54,3192,71,conversation,0
AUD1182,TRIP018,06-02-2024 07:54,3234,72,conversation,0
AUD1183,TRIP018,06-02-2024 07:55,3276,64,normal,0
AUD1184,TRIP018,06-02-2024 07:56,3318,62,normal,0
AUD1185,TRIP018,06-02-2024 07:57,3360,49,quiet,0
AUD1186,TRIP018,06-02-2024 07:57,3402,62,normal,0
AUD1187,TRIP018,06-02-2024 07:58,3444,54,quiet,0
AUD1188,TRIP018,06-02-2024 07:59,3486,45,quiet,0
AUD1189,TRIP018,06-02-2024 07:59,3528,52,quiet,0
AUD1190,TRIP018,06-02-2024 08:00,3570,56,quiet,0
AUD1191,TRIP018,06-02-2024 08:01,3600,82,loud,0
AUD1192,TRIP019,06-02-2024 08:23,0,83,loud,0
AUD1193,TRIP019,06-02-2024 08:23,22,51,quiet,0
AUD1194,TRIP019,06-02-2024 08:23,44,61,normal,0
AUD1195,TRIP019,06-02-2024 08:24,66,45,quiet,0
AUD1196,TRIP019,06-02-2024 08:24,88,53,quiet,0
AUD1197,TRIP019,06-02-2024 08:24,110,63,normal,0
AUD1198,TRIP019,06-02-2024 08:25,132,53,quiet,0
AUD1199,TRIP019,06-02-2024 08:25,154,50,quiet,0
AUD1200,TRIP019,06-02-2024 08:25,176,50,quiet,0
AUD1201,TRIP019,06-02-2024 08:26,198,45,quiet,0
AUD1202,TRIP019,06-02-2024 08:26,220,53,quiet,0
AUD1203,TRIP019,06-02-2024 08:27,242,45,quiet,0
AUD1204,TRIP019,06-02-2024 08:27,264,53,quiet,0
AUD1205,TRIP019,06-02-2024 08:27,286,46,quiet,0
AUD1206,TRIP019,06-02-2024 08:28,308,71,conversation,0
AUD1207,TRIP019,06-02-2024 08:28,330,48,quiet,0
AUD1208,TRIP019,06-02-2024 08:28,352,45,quiet,0
AUD1209,TRIP019,06-02-2024 08:29,374,51,quiet,0
AUD1210,TRIP019,06-02-2024 08:29,396,45,quiet,0
AUD1211,TRIP019,06-02-2024 08:29,418,56,quiet,0
AUD1212,TRIP019,06-02-2024 08:30,440,61,normal,0
AUD1213,TRIP019,06-02-2024 08:30,462,45,quiet,0
AUD1214,TRIP019,06-02-2024 08:31,484,55,quiet,0
AUD1215,TRIP019,06-02-2024 08:31,506,54,quiet,0
AUD1216,TRIP019,06-02-2024 08:31,528,45,quiet,0
AUD1217,TRIP019,06-02-2024 08:32,550,47,quiet,0
AUD1218,TRIP019,06-02-2024 08:32,572,66,normal,0
AUD1219,TRIP019,06-02-2024 08:32,594,50,quiet,0
AUD1220,TRIP019,06-02-2024 08:33,616,48,quiet,0
AUD1221,TRIP019,06-02-2024 08:33,638,53,quiet,0
AUD1222,TRIP019,06-02-2024 08:34,660,48,quiet,0
AUD1223,TRIP019,06-02-2024 08:34,682,50,quiet,0
AUD1224,TRIP019,06-02-2024 08:34,704,56,quiet,0
AUD1225,TRIP019,06-02-2024 08:35,726,53,quiet,0
AUD1226,TRIP019,06-02-2024 08:35,748,78,loud,0
AUD1227,TRIP019,06-02-2024 08:35,770,68,conversation,0
AUD1228,TRIP019,06-02-2024 08:36,792,52,quiet,0
AUD1229,TRIP019,06-02-2024 08:36,814,54,quiet,0
AUD1230,TRIP019,06-02-2024 08:36,836,45,quiet,0
AUD1231,TRIP019,06-02-2024 08:37,858,45,quiet,0
AUD1232,TRIP019,06-02-2024 08:37,880,51,quiet,0
AUD1233,TRIP019,06-02-2024 08:38,902,62,normal,0
AUD1234,TRIP019,06-02-2024 08:38,924,55,quiet,0
AUD1235,TRIP019,06-02-2024 08:38,946,54,quiet,0
AUD1236,TRIP019,06-02-2024 08:39,968,48,quiet,0
AUD1237,TRIP019,06-02-2024 08:39,990,45,quiet,0
AUD1238,TRIP019,06-02-2024 08:39,1012,45,quiet,0
AUD1239,TRIP019,06-02-2024 08:40,1034,46,quiet,0
AUD1240,TRIP019,06-02-2024 08:40,1056,57,quiet,0
AUD1241,TRIP019,06-02-2024 08:40,1078,67,normal,0
AUD1242,TRIP019,06-02-2024 08:41,1100,45,quiet,0
AUD1243,TRIP019,06-02-2024 08:41,1122,53,quiet,0
AUD1244,TRIP019,06-02-2024 08:42,1144,69,conversation,0
AUD1245,TRIP019,06-02-2024 08:42,1166,50,quiet,0
AUD1246,TRIP019,06-02-2024 08:42,1188,60,normal,0
AUD1247,TRIP019,06-02-2024 08:43,1210,45,quiet,0
AUD1248,TRIP019,06-02-2024 08:43,1232,72,conversation,0
AUD1249,TRIP019,06-02-2024 08:43,1254,45,quiet,0
AUD1250,TRIP019,06-02-2024 08:44,1276,45,quiet,0
AUD1251,TRIP019,06-02-2024 08:44,1298,70,conversation,0
AUD1252,TRIP019,06-02-2024 08:45,1320,61,normal,0
AUD1253,TRIP019,06-02-2024 08:45,1342,45,quiet,0
AUD1254,TRIP019,06-02-2024 08:45,1364,56,quiet,0
AUD1255,TRIP019,06-02-2024 08:46,1380,75,loud,0
AUD1256,TRIP020,06-02-2024 08:58,0,70,loud,0
AUD1257,TRIP020,06-02-2024 08:58,59,58,normal,0
AUD1258,TRIP020,06-02-2024 08:59,118,45,quiet,0
AUD1259,TRIP020,06-02-2024 09:00,177,50,quiet,0
AUD1260,TRIP020,06-02-2024 09:01,236,59,normal,0
AUD1261,TRIP020,06-02-2024 09:02,295,53,quiet,0
AUD1262,TRIP020,06-02-2024 09:03,354,48,quiet,0
AUD1263,TRIP020,06-02-2024 09:04,413,45,quiet,0
AUD1264,TRIP020,06-02-2024 09:05,472,57,quiet,0
AUD1265,TRIP020,06-02-2024 09:06,531,51,quiet,0
AUD1266,TRIP020,06-02-2024 09:07,590,50,quiet,0
AUD1267,TRIP020,06-02-2024 09:08,649,53,quiet,0
AUD1268,TRIP020,06-02-2024 09:09,708,61,normal,0
AUD1269,TRIP020,06-02-2024 09:10,767,45,quiet,0
AUD1270,TRIP020,06-02-2024 09:11,826,46,quiet,0
AUD1271,TRIP020,06-02-2024 09:12,885,55,quiet,0
AUD1272,TRIP020,06-02-2024 09:13,944,53,quiet,0
AUD1273,TRIP020,06-02-2024 09:14,1003,71,conversation,0
AUD1274,TRIP020,06-02-2024 09:15,1062,55,quiet,0
AUD1275,TRIP020,06-02-2024 09:16,1121,64,normal,0
AUD1276,TRIP020,06-02-2024 09:17,1180,95,argument,55
AUD1277,TRIP020,06-02-2024 09:18,1239,98,argument,114
AUD1278,TRIP020,06-02-2024 09:19,1298,50,quiet,0
AUD1279,TRIP020,06-02-2024 09:20,1357,45,quiet,0
AUD1280,TRIP020,06-02-2024 09:21,1416,71,conversation,0
AUD1281,TRIP020,06-02-2024 09:22,1475,52,quiet,0
AUD1282,TRIP020,06-02-2024 09:23,1534,50,quiet,0
AUD1283,TRIP020,06-02-2024 09:24,1593,45,quiet,0
AUD1284,TRIP020,06-02-2024 09:25,1652,58,normal,0
AUD1285,TRIP020,06-02-2024 09:26,1711,45,quiet,0
AUD1286,TRIP020,06-02-2024 09:27,1770,45,quiet,0
AUD1287,TRIP020,06-02-2024 09:28,1829,45,quiet,0
AUD1288,TRIP020,06-02-2024 09:29,1888,45,quiet,0
AUD1289,TRIP020,06-02-2024 09:30,1947,48,quiet,0
AUD1290,TRIP020,06-02-2024 09:31,2006,58,normal,0
AUD1291,TRIP020,06-02-2024 09:32,2065,49,quiet,0
AUD1292,TRIP020,06-02-2024 09:33,2124,61,normal,0
AUD1293,TRIP020,06-02-2024 09:34,2183,74,conversation,0
AUD1294,TRIP020,06-02-2024 09:35,2242,54,quiet,0
AUD1295,TRIP020,06-02-2024 09:36,2301,62,normal,0
AUD1296,TRIP020,06-02-2024 09:37,2360,60,normal,0
AUD1297,TRIP020,06-02-2024 09:38,2400,80,loud,0
AUD1298,TRIP021,06-02-2024 06:27,0,70,loud,0
AUD1299,TRIP021,06-02-2024 06:27,43,45,quiet,0
AUD1300,TRIP021,06-02-2024 06:28,86,56,quiet,0
AUD1301,TRIP021,06-02-2024 06:29,129,55,quiet,0
AUD1302,TRIP021,06-02-2024 06:29,172,47,quiet,0
AUD1303,TRIP021,06-02-2024 06:30,215,59,normal,0
AUD1304,TRIP021,06-02-2024 06:31,258,48,quiet,0
AUD1305,TRIP021,06-02-2024 06:32,301,55,quiet,0
AUD1306,TRIP021,06-02-2024 06:32,344,45,quiet,0
AUD1307,TRIP021,06-02-2024 06:33,387,45,quiet,0
AUD1308,TRIP021,06-02-2024 06:34,430,67,normal,0
AUD1309,TRIP021,06-02-2024 06:34,473,63,normal,0
AUD1310,TRIP021,06-02-2024 06:35,516,57,quiet,0
AUD1311,TRIP021,06-02-2024 06:36,559,45,quiet,0
AUD1312,TRIP021,06-02-2024 06:37,602,45,quiet,0
AUD1313,TRIP021,06-02-2024 06:37,645,45,quiet,0
AUD1314,TRIP021,06-02-2024 06:38,688,50,quiet,0
AUD1315,TRIP021,06-02-2024 06:39,731,56,quiet,0
AUD1316,TRIP021,06-02-2024 06:39,774,47,quiet,0
AUD1317,TRIP021,06-02-2024 06:40,817,67,normal,0
AUD1318,TRIP021,06-02-2024 06:41,860,45,quiet,0
AUD1319,TRIP021,06-02-2024 06:42,903,60,normal,0
AUD1320,TRIP021,06-02-2024 06:42,946,50,quiet,0
AUD1321,TRIP021,06-02-2024 06:43,989,52,quiet,0
AUD1322,TRIP021,06-02-2024 06:44,1032,45,quiet,0
AUD1323,TRIP021,06-02-2024 06:44,1075,45,quiet,0
AUD1324,TRIP021,06-02-2024 06:45,1118,45,quiet,0
AUD1325,TRIP021,06-02-2024 06:46,1161,64,normal,0
AUD1326,TRIP021,06-02-2024 06:47,1204,45,quiet,0
AUD1327,TRIP021,06-02-2024 06:47,1247,45,quiet,0
AUD1328,TRIP021,06-02-2024 06:48,1290,55,quiet,0
AUD1329,TRIP021,06-02-2024 06:49,1333,61,normal,0
AUD1330,TRIP021,06-02-2024 06:49,1376,58,normal,0
AUD1331,TRIP021,06-02-2024 06:50,1419,51,quiet,0
AUD1332,TRIP021,06-02-2024 06:51,1462,59,normal,0
AUD1333,TRIP021,06-02-2024 06:52,1505,45,quiet,0
AUD1334,TRIP021,06-02-2024 06:52,1548,54,quiet,0
AUD1335,TRIP021,06-02-2024 06:53,1591,56,quiet,0
AUD1336,TRIP021,06-02-2024 06:54,1634,88,argument,32
AUD1337,TRIP021,06-02-2024 06:54,1677,90,argument,75
AUD1338,TRIP021,06-02-2024 06:55,1720,89,argument,118
AUD1339,TRIP021,06-02-2024 06:56,1763,45,quiet,0
AUD1340,TRIP021,06-02-2024 06:57,1806,62,normal,0
AUD1341,TRIP021,06-02-2024 06:57,1849,45,quiet,0
AUD1342,TRIP021,06-02-2024 06:58,1892,48,quiet,0
AUD1343,TRIP021,06-02-2024 06:59,1935,58,normal,0
AUD1344,TRIP021,06-02-2024 06:59,1978,45,quiet,0
AUD1345,TRIP021,06-02-2024 07:00,2021,45,quiet,0
AUD1346,TRIP021,06-02-2024 07:01,2064,45,quiet,0
AUD1347,TRIP021,06-02-2024 07:02,2107,73,conversation,0
AUD1348,TRIP021,06-02-2024 07:02,2150,48,quiet,0
AUD1349,TRIP021,06-02-2024 07:03,2193,58,normal,0
AUD1350,TRIP021,06-02-2024 07:04,2236,73,conversation,0
AUD1351,TRIP021,06-02-2024 07:04,2279,45,quiet,0
AUD1352,TRIP021,06-02-2024 07:05,2322,50,quiet,0
AUD1353,TRIP021,06-02-2024 07:06,2365,46,quiet,0
AUD1354,TRIP021,06-02-2024 07:07,2408,48,quiet,0
AUD1355,TRIP021,06-02-2024 07:07,2451,52,quiet,0
AUD1356,TRIP021,06-02-2024 07:08,2494,66,normal,0
AUD1357,TRIP021,06-02-2024 07:09,2537,57,quiet,0
AUD1358,TRIP021,06-02-2024 07:10,2580,68,conversation,0
AUD1359,TRIP021,06-02-2024 07:10,2623,52,quiet,0
AUD1360,TRIP021,06-02-2024 07:11,2666,46,quiet,0
AUD1361,TRIP021,06-02-2024 07:12,2709,63,normal,0
AUD1362,TRIP021,06-02-2024 07:12,2752,46,quiet,0
AUD1363,TRIP021,06-02-2024 07:13,2795,52,quiet,0
AUD1364,TRIP021,06-02-2024 07:14,2838,57,quiet,0
AUD1365,TRIP021,06-02-2024 07:15,2881,60,normal,0
AUD1366,TRIP021,06-02-2024 07:15,2924,51,quiet,0
AUD1367,TRIP021,06-02-2024 07:16,2967,59,normal,0
AUD1368,TRIP021,06-02-2024 07:17,3010,45,quiet,0
AUD1369,TRIP021,06-02-2024 07:17,3053,48,quiet,0
AUD1370,TRIP021,06-02-2024 07:18,3096,57,quiet,0
AUD1371,TRIP021,06-02-2024 07:19,3139,52,quiet,0
AUD1372,TRIP021,06-02-2024 07:20,3182,45,quiet,0
AUD1373,TRIP021,06-02-2024 07:20,3225,60,normal,0
AUD1374,TRIP021,06-02-2024 07:21,3268,54,quiet,0
AUD1375,TRIP021,06-02-2024 07:22,3311,45,quiet,0
AUD1376,TRIP021,06-02-2024 07:22,3354,56,quiet,0
AUD1377,TRIP021,06-02-2024 07:23,3397,57,quiet,0
AUD1378,TRIP021,06-02-2024 07:24,3440,51,quiet,0
AUD1379,TRIP021,06-02-2024 07:25,3483,54,quiet,0
AUD1380,TRIP021,06-02-2024 07:25,3526,63,normal,0
AUD1381,TRIP021,06-02-2024 07:26,3569,45,quiet,0
AUD1382,TRIP021,06-02-2024 07:27,3600,76,loud,0
AUD1383,TRIP022,06-02-2024 08:03,0,74,loud,0
AUD1384,TRIP022,06-02-2024 08:03,22,45,quiet,0
AUD1385,TRIP022,06-02-2024 08:03,44,78,loud,0
AUD1386,TRIP022,06-02-2024 08:04,66,60,normal,0
AUD1387,TRIP022,06-02-2024 08:04,88,63,normal,0
AUD1388,TRIP022,06-02-2024 08:04,110,60,normal,0
AUD1389,TRIP022,06-02-2024 08:05,132,62,normal,0
AUD1390,TRIP022,06-02-2024 08:05,154,62,normal,0
AUD1391,TRIP022,06-02-2024 08:05,176,72,conversation,0
AUD1392,TRIP022,06-02-2024 08:06,198,66,normal,0
AUD1393,TRIP022,06-02-2024 08:06,220,56,quiet,0
AUD1394,TRIP022,06-02-2024 08:07,242,46,quiet,0
AUD1395,TRIP022,06-02-2024 08:07,264,76,loud,0
AUD1396,TRIP022,06-02-2024 08:07,286,68,conversation,0
AUD1397,TRIP022,06-02-2024 08:08,308,61,normal,0
AUD1398,TRIP022,06-02-2024 08:08,330,74,conversation,0
AUD1399,TRIP022,06-02-2024 08:08,352,85,very_loud,4
AUD1400,TRIP022,06-02-2024 08:09,374,77,loud,0
AUD1401,TRIP022,06-02-2024 08:09,396,64,normal,0
AUD1402,TRIP022,06-02-2024 08:09,418,81,loud,0
AUD1403,TRIP022,06-02-2024 08:10,440,65,normal,0
AUD1404,TRIP022,06-02-2024 08:10,462,59,normal,0
AUD1405,TRIP022,06-02-2024 08:11,484,77,loud,0
AUD1406,TRIP022,06-02-2024 08:11,506,65,normal,0
AUD1407,TRIP022,06-02-2024 08:11,528,64,normal,0
AUD1408,TRIP022,06-02-2024 08:12,550,72,conversation,0
AUD1409,TRIP022,06-02-2024 08:12,572,63,normal,0
AUD1410,TRIP022,06-02-2024 08:12,594,46,quiet,0
AUD1411,TRIP022,06-02-2024 08:13,616,60,normal,0
AUD1412,TRIP022,06-02-2024 08:13,638,57,quiet,0
AUD1413,TRIP022,06-02-2024 08:14,660,55,quiet,0
AUD1414,TRIP022,06-02-2024 08:14,682,74,conversation,0
AUD1415,TRIP022,06-02-2024 08:14,704,59,normal,0
AUD1416,TRIP022,06-02-2024 08:15,726,59,normal,0
AUD1417,TRIP022,06-02-2024 08:15,748,63,normal,0
AUD1418,TRIP022,06-02-2024 08:15,770,67,normal,0
AUD1419,TRIP022,06-02-2024 08:16,792,68,conversation,0
AUD1420,TRIP022,06-02-2024 08:16,814,65,normal,0
AUD1421,TRIP022,06-02-2024 08:16,836,65,normal,0
AUD1422,TRIP022,06-02-2024 08:17,858,52,quiet,0
AUD1423,TRIP022,06-02-2024 08:17,880,68,conversation,0
AUD1424,TRIP022,06-02-2024 08:18,902,54,quiet,0
AUD1425,TRIP022,06-02-2024 08:18,924,75,conversation,0
AUD1426,TRIP022,06-02-2024 08:18,946,61,normal,0
AUD1427,TRIP022,06-02-2024 08:19,968,51,quiet,0
AUD1428,TRIP022,06-02-2024 08:19,990,66,normal,0
AUD1429,TRIP022,06-02-2024 08:19,1012,71,conversation,0
AUD1430,TRIP022,06-02-2024 08:20,1034,60,normal,0
AUD1431,TRIP022,06-02-2024 08:20,1056,70,conversation,0
AUD1432,TRIP022,06-02-2024 08:20,1078,78,loud,0
AUD1433,TRIP022,06-02-2024 08:21,1100,67,normal,0
AUD1434,TRIP022,06-02-2024 08:21,1122,51,quiet,0
AUD1435,TRIP022,06-02-2024 08:22,1144,63,normal,0
AUD1436,TRIP022,06-02-2024 08:22,1166,59,normal,0
AUD1437,TRIP022,06-02-2024 08:22,1188,45,quiet,0
AUD1438,TRIP022,06-02-2024 08:23,1210,50,quiet,0
AUD1439,TRIP022,06-02-2024 08:23,1232,82,loud,0
AUD1440,TRIP022,06-02-2024 08:23,1254,60,normal,0
AUD1441,TRIP022,06-02-2024 08:24,1276,62,normal,0
AUD1442,TRIP022,06-02-2024 08:24,1298,51,quiet,0
AUD1443,TRIP022,06-02-2024 08:25,1320,84,very_loud,0
AUD1444,TRIP022,06-02-2024 08:25,1342,68,conversation,0
AUD1445,TRIP022,06-02-2024 08:25,1364,60,normal,0
AUD1446,TRIP022,06-02-2024 08:26,1386,71,conversation,0
AUD1447,TRIP022,06-02-2024 08:26,1408,76,loud,0
AUD1448,TRIP022,06-02-2024 08:26,1430,45,quiet,0
AUD1449,TRIP022,06-02-2024 08:27,1452,76,loud,0
AUD1450,TRIP022,06-02-2024 08:27,1474,55,quiet,0
AUD1451,TRIP022,06-02-2024 08:27,1496,47,quiet,0
AUD1452,TRIP022,06-02-2024 08:28,1518,84,very_loud,14
AUD1453,TRIP022,06-02-2024 08:28,1540,57,quiet,0
AUD1454,TRIP022,06-02-2024 08:29,1562,82,loud,0
AUD1455,TRIP022,06-02-2024 08:29,1584,59,normal,0
AUD1456,TRIP022,06-02-2024 08:29,1606,53,quiet,0
AUD1457,TRIP022,06-02-2024 08:30,1628,72,conversation,0
AUD1458,TRIP022,06-02-2024 08:30,1650,48,quiet,0
AUD1459,TRIP022,06-02-2024 08:30,1672,64,normal,0
AUD1460,TRIP022,06-02-2024 08:31,1694,49,quiet,0
AUD1461,TRIP022,06-02-2024 08:31,1716,52,quiet,0
AUD1462,TRIP022,06-02-2024 08:31,1738,69,conversation,0
AUD1463,TRIP022,06-02-2024 08:32,1760,54,quiet,0
AUD1464,TRIP022,06-02-2024 08:32,1782,72,conversation,0
AUD1465,TRIP022,06-02-2024 08:33,1804,45,quiet,0
AUD1466,TRIP022,06-02-2024 08:33,1826,61,normal,0
AUD1467,TRIP022,06-02-2024 08:33,1848,58,normal,0
AUD1468,TRIP022,06-02-2024 08:34,1870,61,normal,0
AUD1469,TRIP022,06-02-2024 08:34,1892,59,normal,0
AUD1470,TRIP022,06-02-2024 08:34,1914,67,normal,0
AUD1471,TRIP022,06-02-2024 08:35,1936,68,conversation,0
AUD1472,TRIP022,06-02-2024 08:35,1958,59,normal,0
AUD1473,TRIP022,06-02-2024 08:36,1980,58,normal,0
AUD1474,TRIP022,06-02-2024 08:36,2002,68,conversation,0
AUD1475,TRIP022,06-02-2024 08:36,2024,69,conversation,0
AUD1476,TRIP022,06-02-2024 08:37,2046,45,quiet,0
AUD1477,TRIP022,06-02-2024 08:37,2068,50,quiet,0
AUD1478,TRIP022,06-02-2024 08:37,2090,51,quiet,0
AUD1479,TRIP022,06-02-2024 08:38,2112,59,normal,0
AUD1480,TRIP022,06-02-2024 08:38,2134,45,quiet,0
AUD1481,TRIP022,06-02-2024 08:38,2156,68,conversation,0
AUD1482,TRIP022,06-02-2024 08:39,2178,54,quiet,0
AUD1483,TRIP022,06-02-2024 08:39,2200,70,conversation,0
AUD1484,TRIP022,06-02-2024 08:40,2222,57,quiet,0
AUD1485,TRIP022,06-02-2024 08:40,2244,72,conversation,0
AUD1486,TRIP022,06-02-2024 08:40,2266,60,normal,0
AUD1487,TRIP022,06-02-2024 08:41,2288,61,normal,0
AUD1488,TRIP022,06-02-2024 08:41,2310,70,conversation,0
AUD1489,TRIP022,06-02-2024 08:41,2332,58,normal,0
AUD1490,TRIP022,06-02-2024 08:42,2354,47,quiet,0
AUD1491,TRIP022,06-02-2024 08:42,2376,47,quiet,0
AUD1492,TRIP022,06-02-2024 08:42,2398,73,conversation,0
AUD1493,TRIP022,06-02-2024 08:43,2420,50,quiet,0
AUD1494,TRIP022,06-02-2024 08:43,2442,59,normal,0
AUD1495,TRIP022,06-02-2024 08:44,2460,84,loud,0
AUD1496,TRIP023,06-02-2024 17:05,0,78,loud,0
AUD1497,TRIP023,06-02-2024 17:05,59,55,quiet,0
AUD1498,TRIP023,06-02-2024 17:06,118,66,normal,0
AUD1499,TRIP023,06-02-2024 17:07,177,69,conversation,0
AUD1500,TRIP023,06-02-2024 17:08,236,45,quiet,0
AUD1501,TRIP023,06-02-2024 17:09,295,58,normal,0
AUD1502,TRIP023,06-02-2024 17:10,354,51,quiet,0
AUD1503,TRIP023,06-02-2024 17:11,413,51,quiet,0
AUD1504,TRIP023,06-02-2024 17:12,472,57,quiet,0
AUD1505,TRIP023,06-02-2024 17:13,531,56,quiet,0
AUD1506,TRIP023,06-02-2024 17:14,590,45,quiet,0
AUD1507,TRIP023,06-02-2024 17:15,649,45,quiet,0
AUD1508,TRIP023,06-02-2024 17:16,708,69,conversation,0
AUD1509,TRIP023,06-02-2024 17:17,767,47,quiet,0
AUD1510,TRIP023,06-02-2024 17:18,826,58,normal,0
AUD1511,TRIP023,06-02-2024 17:19,885,67,normal,0
AUD1512,TRIP023,06-02-2024 17:20,944,50,quiet,0
AUD1513,TRIP023,06-02-2024 17:21,1003,66,normal,0
AUD1514,TRIP023,06-02-2024 17:22,1062,46,quiet,0
AUD1515,TRIP023,06-02-2024 17:23,1121,63,normal,0
AUD1516,TRIP023,06-02-2024 17:24,1180,53,quiet,0
AUD1517,TRIP023,06-02-2024 17:25,1239,50,quiet,0
AUD1518,TRIP023,06-02-2024 17:26,1298,60,normal,0
AUD1519,TRIP023,06-02-2024 17:27,1357,50,quiet,0
AUD1520,TRIP023,06-02-2024 17:28,1416,45,quiet,0
AUD1521,TRIP023,06-02-2024 17:29,1475,45,quiet,0
AUD1522,TRIP023,06-02-2024 17:30,1534,58,normal,0
AUD1523,TRIP023,06-02-2024 17:31,1593,59,normal,0
AUD1524,TRIP023,06-02-2024 17:32,1652,70,conversation,0
AUD1525,TRIP023,06-02-2024 17:33,1711,57,quiet,0
AUD1526,TRIP023,06-02-2024 17:34,1770,45,quiet,0
AUD1527,TRIP023,06-02-2024 17:35,1829,54,quiet,0
AUD1528,TRIP023,06-02-2024 17:36,1888,51,quiet,0
AUD1529,TRIP023,06-02-2024 17:37,1947,64,normal,0
