sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC0800,TRIP009,06-02-2024 07:38,713,-0.059,0.207,9.737,24.8,18.44989,73.81441
ACC0801,TRIP009,06-02-2024 07:39,744,0.236,-0.556,9.583,26.6,18.53618,73.90062
ACC0802,TRIP009,06-02-2024 07:39,775,0.118,0.569,9.35,15.1,18.5129,73.82269
ACC0803,TRIP009,06-02-2024 07:40,806,-0.358,0.286,9.67,18.4,18.5345,73.87081
ACC0804,TRIP009,06-02-2024 07:40,837,0.696,0.068,9.667,12.3,18.48868,73.92821
ACC0805,TRIP009,06-02-2024 07:41,868,-1.993,-0.192,9.263,26.6,18.48756,73.9195
ACC0806,TRIP009,06-02-2024 07:41,899,0.146,0.41,9.477,15.4,18.57945,73.87155
ACC0807,TRIP009,06-02-2024 07:42,930,1.08,0.203,9.233,26.6,18.56333,73.78365
ACC0808,TRIP009,06-02-2024 07:43,961,0.603,0.788,9.585,18.2,18.52272,73.87888
ACC0809,TRIP009,06-02-2024 07:43,992,1.03,-0.12,9.724,19.1,18.5055,73.9035
ACC0810,TRIP009,06-02-2024 07:44,1023,0.873,0.278,9.775,20.8,18.49414,73.9229
ACC0811,TRIP009,06-02-2024 07:44,1054,-0.214,0.272,9.225,23.3,18.57391,73.8556
ACC0812,TRIP009,06-02-2024 07:45,1085,-1.41,0.043,9.768,20.6,18.57415,73.85151
ACC0813,TRIP009,06-02-2024 07:45,1116,-0.399,0.118,9.448,19.1,18.47194,73.93763
ACC0814,TRIP009,06-02-2024 07:46,1147,0.532,-0.005,9.342,18.5,18.41776,73.83463
ACC0815,TRIP009,06-02-2024 07:46,1178,0.538,-0.091,9.332,19.7,18.48911,73.82389
ACC0816,TRIP009,06-02-2024 07:47,1209,-0.328,0.32,9.732,25.1,18.52006,73.90227
ACC0817,TRIP009,06-02-2024 07:47,1240,0.661,-0.401,9.172,19,18.54845,73.88666
ACC0818,TRIP009,06-02-2024 07:48,1271,1.294,0.016,9.784,17.2,18.613,73.84721
ACC0819,TRIP009,06-02-2024 07:48,1302,-0.499,0.821,9.784,16.5,18.68307,73.87949
ACC0820,TRIP009,06-02-2024 07:49,1333,0.282,-0.19,9.621,13,18.49805,73.79374
ACC0821,TRIP009,06-02-2024 07:49,1364,0.579,0.11,9.852,26.6,18.54136,73.89783
ACC0822,TRIP009,06-02-2024 07:50,1395,0.802,0.501,9.733,20.7,18.60427,73.83985
ACC0823,TRIP009,06-02-2024 07:50,1426,0.648,-0.044,9.538,22,18.50331,73.79102
ACC0824,TRIP009,06-02-2024 07:51,1457,0.56,0.706,9.811,16.5,18.56016,73.83619
ACC0825,TRIP009,06-02-2024 07:51,1488,-5.819,0.123,9.68,22.4,18.52728,73.91854
ACC0826,TRIP009,06-02-2024 07:52,1519,0.8,-0.515,9.923,25,18.56423,73.81581
ACC0827,TRIP009,06-02-2024 07:52,1550,1.586,-0.183,9.929,13.7,18.50761,73.86237
ACC0828,TRIP009,06-02-2024 07:53,1581,0.392,-0.233,9.621,13,18.54149,73.79067
ACC0829,TRIP009,06-02-2024 07:53,1612,0.396,-0.017,9.849,24.5,18.47067,73.95735
ACC0830,TRIP009,06-02-2024 07:54,1643,0.351,0.038,9.936,19.9,18.45188,73.83119
ACC0831,TRIP009,06-02-2024 07:54,1674,0.899,0.098,9.975,26.6,18.51597,73.857
ACC0832,TRIP009,06-02-2024 07:55,1705,-0.099,0.202,9.762,21.7,18.52001,73.85032
ACC0833,TRIP009,06-02-2024 07:55,1736,-0.707,0.047,9.604,25.4,18.52747,73.95545
ACC0834,TRIP009,06-02-2024 07:56,1767,4.928,0.296,9.629,23.5,18.48863,73.8886
ACC0835,TRIP009,06-02-2024 07:56,1798,-0.921,0.75,9.672,26.5,18.3799,73.78952
ACC0836,TRIP009,06-02-2024 07:57,1829,-2.187,0.453,9.59,19.9,18.53184,73.8777
ACC0837,TRIP009,06-02-2024 07:58,1860,0.941,-0.049,9.526,15.8,18.58408,73.85969
ACC0838,TRIP009,06-02-2024 07:58,1891,0.956,1.057,9.742,16.3,18.58231,73.83622
ACC0839,TRIP009,06-02-2024 07:59,1922,-0.37,0.118,9.575,20.1,18.49318,73.85232
ACC0840,TRIP009,06-02-2024 07:59,1953,-2.708,-0.546,9.551,22.8,18.55602,73.87968
ACC0841,TRIP009,06-02-2024 08:00,1984,0.548,0.012,9.472,15.8,18.57192,73.91447
ACC0842,TRIP009,06-02-2024 08:00,2015,1.108,0.003,9.831,16.7,18.52,73.74614
ACC0843,TRIP009,06-02-2024 08:01,2046,-6.65,0.036,10.051,18.4,18.48612,73.83918
ACC0844,TRIP009,06-02-2024 08:01,2077,4.161,-0.08,9.555,25.5,18.58759,73.86224
ACC0845,TRIP009,06-02-2024 08:02,2108,-0.384,0.268,9.81,12.5,18.51565,73.94863
ACC0846,TRIP009,06-02-2024 08:02,2139,1.294,0.46,9.483,18.8,18.52545,73.82026
ACC0847,TRIP009,06-02-2024 08:03,2170,1.304,-0.191,9.916,14.8,18.53077,73.89615
ACC0848,TRIP009,06-02-2024 08:03,2201,0.741,-0.619,9.788,16.8,18.52089,73.91094
ACC0849,TRIP009,06-02-2024 08:04,2232,-0.379,-0.268,9.562,23.3,18.59754,73.87771
ACC0850,TRIP009,06-02-2024 08:04,2263,0.392,0.325,9.643,9.1,18.54376,73.84149
ACC0851,TRIP009,06-02-2024 08:05,2294,0.48,-0.181,9.584,9.7,18.60361,73.86684
ACC0852,TRIP009,06-02-2024 08:05,2325,-0.467,0.298,9.688,22.9,18.50589,73.85683
ACC0853,TRIP009,06-02-2024 08:06,2356,-5.493,-0.244,10.21,25.6,18.55042,73.88247
ACC0854,TRIP009,06-02-2024 08:06,2387,0.289,0.106,9.477,19,18.52226,73.89911
ACC0855,TRIP009,06-02-2024 08:07,2418,0.187,0.018,9.39,18.2,18.51308,73.92801
ACC0856,TRIP009,06-02-2024 08:07,2449,0.054,-0.159,9.989,13.6,18.56172,73.91811
ACC0857,TRIP009,06-02-2024 08:08,2480,-0.426,-0.346,9.872,19.2,18.55338,73.8755
ACC0858,TRIP009,06-02-2024 08:08,2511,0.683,-0.173,9.505,22,18.50248,73.73244
ACC0859,TRIP009,06-02-2024 08:09,2542,-4.067,0.387,9.979,23.4,18.54181,73.94949
ACC0860,TRIP009,06-02-2024 08:09,2573,0.395,0.469,9.662,14.3,18.51269,73.97376
ACC0861,TRIP009,06-02-2024 08:10,2604,0.569,0.421,9.938,26.6,18.46887,73.93329
ACC0862,TRIP009,06-02-2024 08:10,2635,0.264,0.204,9.223,21.4,18.49699,73.91654
ACC0863,TRIP009,06-02-2024 08:11,2666,0.746,0.358,9.401,25.3,18.56628,73.93307
ACC0864,TRIP009,06-02-2024 08:11,2697,-0.616,0.045,9.552,26.6,18.53565,73.85928
ACC0865,TRIP009,06-02-2024 08:12,2728,-0.261,-0.216,9.495,25.4,18.47373,73.86873
ACC0866,TRIP009,06-02-2024 08:12,2759,-0.072,0.55,9.688,19.1,18.52558,73.87012
ACC0867,TRIP009,06-02-2024 08:13,2790,0.396,0.485,9.618,17,18.49486,73.90945
ACC0868,TRIP009,06-02-2024 08:14,2821,0.911,0.224,10.004,16.9,18.46186,73.84086
ACC0869,TRIP009,06-02-2024 08:14,2852,-0.43,0.449,9.699,12.6,18.5165,73.84198
ACC0870,TRIP009,06-02-2024 08:15,2883,-0.041,-0.329,9.859,26.6,18.63796,73.84571
ACC0871,TRIP009,06-02-2024 08:15,2914,1.049,-0.009,9.551,24.5,18.56493,73.80166
ACC0872,TRIP009,06-02-2024 08:16,2945,-1.122,0.438,9.648,14,18.45179,73.81746
ACC0873,TRIP009,06-02-2024 08:16,2976,-0.003,0.247,9.817,17.4,18.53553,73.9283
ACC0874,TRIP009,06-02-2024 08:17,3007,-0.605,0.059,9.38,15.5,18.49768,73.77499
ACC0875,TRIP009,06-02-2024 08:17,3038,0.077,-0.455,9.88,26.6,18.59139,73.83621
ACC0876,TRIP009,06-02-2024 08:18,3069,0.607,0.437,9.854,17.1,18.56348,73.91033
ACC0877,TRIP009,06-02-2024 08:18,3100,0.314,-0.378,9.82,21,18.51654,73.93711
ACC0878,TRIP009,06-02-2024 08:19,3131,1.386,0.191,9.764,12.4,18.45404,73.86641
ACC0879,TRIP009,06-02-2024 08:19,3162,0.806,0.121,9.261,21.7,18.64017,73.81894
ACC0880,TRIP009,06-02-2024 08:20,3193,3.289,0.127,9.825,26.6,18.54153,73.89678
ACC0881,TRIP009,06-02-2024 08:20,3224,0.795,0.832,9.674,18.5,18.50733,73.91212
ACC0882,TRIP009,06-02-2024 08:21,3255,-0.241,0.286,9.701,14.2,18.55598,73.8814
ACC0883,TRIP009,06-02-2024 08:21,3286,0.359,0.164,9.626,12.2,18.50606,74.0071
ACC0884,TRIP009,06-02-2024 08:22,3317,0.049,5.159,10.108,7.2,18.55511,73.93624
ACC0885,TRIP009,06-02-2024 08:22,3348,0.129,0.278,9.327,3.6,18.4989,73.86528
ACC0886,TRIP009,06-02-2024 08:23,3379,0.643,-0.479,9.73,0.6,18.49629,73.93251
ACC0887,TRIP009,06-02-2024 08:23,3410,1.09,0.824,9.545,0,18.46567,73.91225
ACC0888,TRIP009,06-02-2024 08:24,3441,-0.158,0.446,9.889,0,18.54986,73.88171
ACC0889,TRIP009,06-02-2024 08:24,3472,3.259,0.417,9.741,0,18.53273,73.8061
ACC0890,TRIP009,06-02-2024 08:25,3503,1.385,0.01,9.725,0,18.43607,73.84936
ACC0891,TRIP009,06-02-2024 08:25,3534,-1.338,2.695,9.92,0,18.58374,73.88639
ACC0892,TRIP009,06-02-2024 08:26,3565,0.211,0.246,9.574,0,18.61588,73.9448
ACC0893,TRIP009,06-02-2024 08:26,3596,-0.172,0.711,9.809,0,18.5083,73.89726
ACC0894,TRIP010,06-02-2024 06:07,0,1.379,0.483,9.424,1.6,19.18298,72.83357
ACC0895,TRIP010,06-02-2024 06:07,32,1.248,0.447,10.196,3.7,19.02705,72.93874
ACC0896,TRIP010,06-02-2024 06:08,64,0.282,0.174,9.907,8.4,19.09992,72.85795
ACC0897,TRIP010,06-02-2024 06:08,96,2.815,0.477,9.72,11.2,19.04573,72.86791
ACC0898,TRIP010,06-02-2024 06:09,128,0.39,0.911,9.949,40.1,19.01772,72.946
ACC0899,TRIP010,06-02-2024 06:09,160,-0.636,0.485,9.905,46.2,19.03744,72.87414
ACC0900,TRIP010,06-02-2024 06:10,192,0.091,-0.133,9.845,55.9,19.1063,72.82462
ACC0901,TRIP010,06-02-2024 06:10,224,4.865,0.301,9.884,29.9,19.14777,72.80459
ACC0902,TRIP010,06-02-2024 06:11,256,1.192,0.544,9.562,62.4,19.06976,72.81651
ACC0903,TRIP010,06-02-2024 06:11,288,0.787,0.46,9.49,34.8,19.10352,72.95729
ACC0904,TRIP010,06-02-2024 06:12,320,1.035,0.391,9.896,53.9,19.07525,72.88038
ACC0905,TRIP010,06-02-2024 06:12,352,0.666,0.454,9.778,43.7,19.04508,72.93773
ACC0906,TRIP010,06-02-2024 06:13,384,-0.211,0.123,9.351,51.1,19.10776,72.87348
ACC0907,TRIP010,06-02-2024 06:13,416,1.351,-0.262,9.841,39.6,19.1368,72.88236
ACC0908,TRIP010,06-02-2024 06:14,448,-0.417,0.035,9.563,32.6,19.06715,72.87935
ACC0909,TRIP010,06-02-2024 06:15,480,-0.343,-0.073,9.668,52.8,19.17582,72.89661
ACC0910,TRIP010,06-02-2024 06:15,512,0.651,0.418,9.675,26.6,19.17244,72.83204
ACC0911,TRIP010,06-02-2024 06:16,544,0.52,0.44,10.041,55,19.05713,72.94137
ACC0912,TRIP010,06-02-2024 06:16,576,0.498,-0.317,9.493,38.9,19.104,72.80148
ACC0913,TRIP010,06-02-2024 06:17,608,-0.092,0.712,9.63,53,19.08992,72.84132
ACC0914,TRIP010,06-02-2024 06:17,640,0.4,0.139,9.818,62.4,19.02221,72.90808
ACC0915,TRIP010,06-02-2024 06:18,672,-0.26,0.535,9.805,33.1,19.05624,72.84301
ACC0916,TRIP010,06-02-2024 06:18,704,0.944,0.032,9.815,62.4,19.0541,72.89398
ACC0917,TRIP010,06-02-2024 06:19,736,0.342,0.299,9.716,52.4,19.07346,72.86795
ACC0918,TRIP010,06-02-2024 06:19,768,0.646,0.279,9.464,49.7,19.10874,72.96338
ACC0919,TRIP010,06-02-2024 06:20,800,0.153,0.29,9.473,48.7,19.09866,72.85686
ACC0920,TRIP010,06-02-2024 06:20,832,0.084,0.725,9.66,44.7,19.11855,72.85383
ACC0921,TRIP010,06-02-2024 06:21,864,0.565,-0.422,9.751,49.2,19.0969,72.89318
ACC0922,TRIP010,06-02-2024 06:21,896,1.202,-0.272,9.632,50,19.11498,72.9149
ACC0923,TRIP010,06-02-2024 06:22,928,0.768,0.652,9.639,62.4,19.07575,72.92806
ACC0924,TRIP010,06-02-2024 06:23,960,0.642,0.114,9.625,51.8,19.12822,72.93504
ACC0925,TRIP010,06-02-2024 06:23,992,0.857,-0.06,9.794,34.2,19.17082,72.87263
ACC0926,TRIP010,06-02-2024 06:24,1024,-5.999,-0.15,9.685,49,19.07108,72.94967
ACC0927,TRIP010,06-02-2024 06:24,1056,0.74,0.326,9.421,39.3,19.02292,72.926
ACC0928,TRIP010,06-02-2024 06:25,1088,0.405,-0.318,9.724,35.1,19.05379,72.86477
ACC0929,TRIP010,06-02-2024 06:25,1120,0.688,-0.774,10.103,30.7,19.12951,72.88849
ACC0930,TRIP010,06-02-2024 06:26,1152,0.805,-0.026,9.809,24,19.1071,72.85745
ACC0931,TRIP010,06-02-2024 06:26,1184,-0.313,1.098,10.148,16.5,19.15951,72.89251
ACC0932,TRIP010,06-02-2024 06:27,1200,0.342,-0.421,10.001,15.1,19.09443,72.83574
ACC0933,TRIP011,06-02-2024 06:47,0,0.967,-0.441,9.757,5.9,19.00466,72.88892
ACC0934,TRIP011,06-02-2024 06:47,43,0.903,-0.307,9.549,7.1,19.16183,72.76803
ACC0935,TRIP011,06-02-2024 06:48,86,1.65,0.237,9.535,14.1,19.12016,72.85177
ACC0936,TRIP011,06-02-2024 06:49,129,0.392,-0.028,9.595,20.4,19.02788,72.90032
ACC0937,TRIP011,06-02-2024 06:49,172,0.476,0.754,9.666,20.6,18.98737,72.85445
ACC0938,TRIP011,06-02-2024 06:50,215,1.554,-0.584,9.681,20.6,19.03796,72.86757
ACC0939,TRIP011,06-02-2024 06:51,258,4.5,0.826,9.79,24.8,19.04043,72.86717
ACC0940,TRIP011,06-02-2024 06:52,301,0.69,0.046,9.566,28.2,19.02051,72.91723
ACC0941,TRIP011,06-02-2024 06:52,344,1.095,0.043,9.826,31.6,19.11514,72.88444
ACC0942,TRIP011,06-02-2024 06:53,387,1.005,0.165,9.858,19.6,19.03952,72.83345
ACC0943,TRIP011,06-02-2024 06:54,430,0.218,0.575,9.664,41.4,19.09959,72.89383
ACC0944,TRIP011,06-02-2024 06:54,473,0.539,0.677,9.689,31.8,19.08099,72.8859
ACC0945,TRIP011,06-02-2024 06:55,516,1.121,0.232,9.743,47,19.07027,72.89539
ACC0946,TRIP011,06-02-2024 06:56,559,0.85,-0.244,9.895,43.3,19.02981,72.94698
ACC0947,TRIP011,06-02-2024 06:57,602,0.558,0.484,9.853,47,19.1158,72.81402
ACC0948,TRIP011,06-02-2024 06:57,645,1.039,-0.004,9.494,47,19.06573,72.89714
ACC0949,TRIP011,06-02-2024 06:58,688,0.06,-0.246,9.777,42.3,19.08719,72.81372
ACC0950,TRIP011,06-02-2024 06:59,731,0.829,0.442,9.542,32.9,19.08092,72.90918
ACC0951,TRIP011,06-02-2024 06:59,774,0.093,0.319,10,39.1,18.99872,72.89153
ACC0952,TRIP011,06-02-2024 07:00,817,-0.372,0.212,9.655,47,19.09033,72.93861
ACC0953,TRIP011,06-02-2024 07:01,860,1.166,0.153,9.63,36.1,18.99,72.89565
ACC0954,TRIP011,06-02-2024 07:02,903,0.675,0.475,9.617,47,19.13033,72.98254
ACC0955,TRIP011,06-02-2024 07:02,946,-2.29,0.214,9.742,47,19.025,72.88483
ACC0956,TRIP011,06-02-2024 07:03,989,-0.482,0.185,9.636,32.5,19.06308,72.86654
ACC0957,TRIP011,06-02-2024 07:04,1032,0.956,-0.561,9.303,29.5,19.08664,72.90304
ACC0958,TRIP011,06-02-2024 07:04,1075,-0.151,0.197,9.612,30.2,19.06586,72.88041
ACC0959,TRIP011,06-02-2024 07:05,1118,0.283,0.422,9.829,47,19.09679,72.89301
ACC0960,TRIP011,06-02-2024 07:06,1161,0.054,0.33,10.106,36.2,19.09776,72.92635
ACC0961,TRIP011,06-02-2024 07:07,1204,0.244,0.579,9.997,27.1,19.05862,72.99287
ACC0962,TRIP011,06-02-2024 07:07,1247,1.494,0.283,9.749,36.2,19.13017,72.95193
ACC0963,TRIP011,06-02-2024 07:08,1290,0.189,0.566,9.674,25.5,19.13377,72.93946
ACC0964,TRIP011,06-02-2024 07:09,1333,0.527,-0.283,9.521,31.1,19.0851,72.83619
ACC0965,TRIP011,06-02-2024 07:09,1376,-0.239,0.382,9.306,28.5,18.99063,72.90573
ACC0966,TRIP011,06-02-2024 07:10,1419,0.419,0.856,10.035,18.3,19.09894,72.83557
ACC0967,TRIP011,06-02-2024 07:11,1462,0.332,0.691,9.82,24.1,19.11951,72.77307
ACC0968,TRIP011,06-02-2024 07:12,1505,-0.094,0.231,9.659,28.2,19.07577,72.88662
ACC0969,TRIP011,06-02-2024 07:12,1548,0.49,0.086,9.78,40.4,19.05694,72.88278
ACC0970,TRIP011,06-02-2024 07:13,1591,-0.262,0.922,9.432,46.2,19.03748,72.99539
ACC0971,TRIP011,06-02-2024 07:14,1634,0.099,0.052,9.719,30.5,19.07859,72.70977
ACC0972,TRIP011,06-02-2024 07:14,1677,0.411,0.615,9.962,35.8,19.12629,72.8314
ACC0973,TRIP011,06-02-2024 07:15,1720,0.057,-0.274,9.663,42.5,19.09477,72.96154
ACC0974,TRIP011,06-02-2024 07:16,1763,1.029,-0.061,9.745,28.2,19.11904,72.8995
ACC0975,TRIP011,06-02-2024 07:17,1806,0.928,0.893,9.583,28.3,19.11117,72.87064
ACC0976,TRIP011,06-02-2024 07:17,1849,0.734,0.017,9.646,34,19.15993,72.88895
ACC0977,TRIP011,06-02-2024 07:18,1892,-0.318,0.256,9.474,23.7,19.11847,72.92191
ACC0978,TRIP011,06-02-2024 07:19,1935,0.576,0.275,9.82,31.8,18.95664,72.87591
ACC0979,TRIP011,06-02-2024 07:19,1978,0.154,0.214,9.85,40.2,19.02229,72.96357
ACC0980,TRIP011,06-02-2024 07:20,2021,0.329,4.115,9.13,45.9,19.09506,72.92321
ACC0981,TRIP011,06-02-2024 07:21,2064,0.384,1.112,9.746,47,19.05956,72.87002
ACC0982,TRIP011,06-02-2024 07:22,2107,-0.168,0.081,9.668,40.9,19.12847,72.92097
ACC0983,TRIP011,06-02-2024 07:22,2150,0.201,0.681,9.427,46.3,19.02746,72.88961
ACC0984,TRIP011,06-02-2024 07:23,2193,0.039,0.009,9.657,46.6,19.06451,72.86272
ACC0985,TRIP011,06-02-2024 07:24,2236,0.057,0.671,9.718,22.6,19.15044,72.86037
ACC0986,TRIP011,06-02-2024 07:24,2279,1.242,0.222,9.4,47,19.10824,72.87368
ACC0987,TRIP011,06-02-2024 07:25,2322,-4.774,0.724,9.568,44.3,19.12244,72.88897
ACC0988,TRIP011,06-02-2024 07:26,2365,0.312,4.515,9.526,37.9,19.06153,72.91804
ACC0989,TRIP011,06-02-2024 07:27,2408,0.405,-0.411,9.44,39.3,18.98265,72.96101
ACC0990,TRIP011,06-02-2024 07:27,2451,0.382,-0.676,9.335,38.7,19.18837,72.85592
ACC0991,TRIP011,06-02-2024 07:28,2494,0.112,0.222,9.943,43.4,19.05559,72.96199
ACC0992,TRIP011,06-02-2024 07:29,2537,2.87,-0.074,9.981,35.7,19.09691,72.86606
ACC0993,TRIP011,06-02-2024 07:30,2580,0.134,0.584,9.659,35.3,19.00661,72.80524
ACC0994,TRIP011,06-02-2024 07:30,2623,-0.291,0.32,9.727,41.1,19.11274,72.89973
ACC0995,TRIP011,06-02-2024 07:31,2666,0.206,0.37,10.028,9.8,19.0229,72.87458
ACC0996,TRIP011,06-02-2024 07:32,2709,-5.74,0.605,9.77,20.5,19.15187,72.95021
ACC0997,TRIP011,06-02-2024 07:32,2752,0.19,0.507,9.863,39.6,19.07399,72.94921
ACC0998,TRIP011,06-02-2024 07:33,2795,-0.05,0.095,9.77,47,19.06567,72.98697
ACC0999,TRIP011,06-02-2024 07:34,2838,0.719,0.904,9.61,39.3,19.02937,72.88442
ACC1000,TRIP011,06-02-2024 07:35,2881,0.849,0.368,9.645,21.3,19.13035,72.83649
ACC1001,TRIP011,06-02-2024 07:35,2924,0.82,-0.513,9.837,37.2,19.08664,72.83535
ACC1002,TRIP011,06-02-2024 07:36,2967,-0.294,-0.46,9.727,47,19.01753,72.92005
ACC1003,TRIP011,06-02-2024 07:37,3010,-0.222,-0.03,9.86,16.5,19.14814,72.88634
ACC1004,TRIP011,06-02-2024 07:37,3053,0.635,0.788,9.947,12.4,19.03377,72.86798
ACC1005,TRIP011,06-02-2024 07:38,3096,-0.45,-0.259,9.889,47,19.0344,72.97089
ACC1006,TRIP011,06-02-2024 07:39,3139,0.171,-0.258,10.109,39.6,19.1636,72.93942
ACC1007,TRIP011,06-02-2024 07:40,3182,0.092,0.779,9.993,30.4,19.12147,72.88892
ACC1008,TRIP011,06-02-2024 07:40,3225,0.557,-0.34,9.607,29.6,19.06923,72.89165
ACC1009,TRIP011,06-02-2024 07:41,3268,1.344,0.397,10.059,27.9,19.06702,72.98338
ACC1010,TRIP011,06-02-2024 07:42,3311,0.293,0.488,9.452,25.3,19.12387,72.95917
ACC1011,TRIP011,06-02-2024 07:42,3354,1.18,0.156,9.527,21.7,19.01861,72.82462
ACC1012,TRIP011,06-02-2024 07:43,3397,1.375,0.276,9.9,18.3,19.07021,72.80249
ACC1013,TRIP011,06-02-2024 07:44,3440,-0.528,-0.311,9.803,10.6,19.08749,72.92494
ACC1014,TRIP011,06-02-2024 07:45,3483,0.271,-0.238,9.813,8.3,19.14038,72.91228
ACC1015,TRIP011,06-02-2024 07:45,3526,0.814,0.199,9.603,2.8,19.06141,72.94136
ACC1016,TRIP011,06-02-2024 07:46,3540,-0.196,0.068,10.023,1,19.01396,72.96457
ACC1017,TRIP012,06-02-2024 08:18,0,0.357,0.649,10.018,2.8,19.1636,72.7656
ACC1018,TRIP012,06-02-2024 08:18,21,0.15,0.661,9.96,4.6,19.00865,72.92031
ACC1019,TRIP012,06-02-2024 08:18,42,4.29,-0.627,9.908,7.8,19.06594,72.89555
ACC1020,TRIP012,06-02-2024 08:19,63,-0.531,0.954,9.901,15,19.06177,72.8955
ACC1021,TRIP012,06-02-2024 08:19,84,0.594,-0.332,9.686,15.8,19.0208,72.95999
ACC1022,TRIP012,06-02-2024 08:19,105,0.524,-0.605,9.581,21.9,19.08658,72.77017
ACC1023,TRIP012,06-02-2024 08:20,126,0.62,0.714,9.569,23,19.02721,72.8232
ACC1024,TRIP012,06-02-2024 08:20,147,-1.23,0.021,9.985,23.3,19.12204,72.79614
ACC1025,TRIP012,06-02-2024 08:20,168,1.262,-2.22,9.721,23.3,19.0201,72.93774
ACC1026,TRIP012,06-02-2024 08:21,189,0.69,-0.054,9.193,23.3,19.15532,72.82712
ACC1027,TRIP012,06-02-2024 08:21,210,0.793,0.793,9.66,23.3,19.08133,72.84737
ACC1028,TRIP012,06-02-2024 08:21,231,0.647,0.274,10.126,23.3,19.13548,72.82536
ACC1029,TRIP012,06-02-2024 08:22,252,-4.111,0.358,9.838,19.9,19.19847,72.9505
ACC1030,TRIP012,06-02-2024 08:22,273,0.859,0.905,9.413,23,19.02871,72.85106
ACC1031,TRIP012,06-02-2024 08:22,294,1.14,-0.261,9.597,20.1,19.06913,72.92215
ACC1032,TRIP012,06-02-2024 08:23,315,4.372,-0.094,9.441,23.3,19.102,72.90223
ACC1033,TRIP012,06-02-2024 08:23,336,1.591,-0.094,9.676,15.3,19.1234,72.94368
ACC1034,TRIP012,06-02-2024 08:23,357,1.031,-0.066,9.884,19.5,19.15462,72.79655
ACC1035,TRIP012,06-02-2024 08:24,378,0.894,-0.861,9.798,13.2,19.05033,72.85864
ACC1036,TRIP012,06-02-2024 08:24,399,-2.024,0.003,9.563,12.5,19.06517,72.97403
ACC1037,TRIP012,06-02-2024 08:25,420,0.606,-0.031,9.582,15.6,19.00093,72.82015
ACC1038,TRIP012,06-02-2024 08:25,441,1.046,-0.515,9.59,18.3,19.06646,72.93446
ACC1039,TRIP012,06-02-2024 08:25,462,0.371,0.782,9.792,15.4,19.0878,72.83947
ACC1040,TRIP012,06-02-2024 08:26,483,0.709,-0.347,13.195,19.4,19.12159,72.9049
ACC1041,TRIP012,06-02-2024 08:26,504,0.96,-0.149,9.436,16.1,19.10088,72.87769
ACC1042,TRIP012,06-02-2024 08:26,525,0.639,-0.588,9.571,13.6,19.02888,72.90184
ACC1043,TRIP012,06-02-2024 08:27,546,0.38,0.438,9.891,14.9,19.03985,72.85865
ACC1044,TRIP012,06-02-2024 08:27,567,-0.213,0.129,9.623,20.4,19.03026,72.78913
ACC1045,TRIP012,06-02-2024 08:27,588,0.978,-0.517,9.774,19.9,19.1107,72.86107
ACC1046,TRIP012,06-02-2024 08:28,609,0.449,0.299,9.719,13.1,19.02694,72.90321
ACC1047,TRIP012,06-02-2024 08:28,630,0.52,0.244,10.036,19.7,19.14532,72.84555
ACC1048,TRIP012,06-02-2024 08:28,651,3.822,0.083,10.032,22.6,19.06272,72.93906
ACC1049,TRIP012,06-02-2024 08:29,672,-0.235,0.144,9.741,21.8,19.19949,72.89428
ACC1050,TRIP012,06-02-2024 08:29,693,1.115,0.054,9.901,17.2,19.05909,72.93523
ACC1051,TRIP012,06-02-2024 08:29,714,-0.064,-0.156,9.813,23.3,19.06852,72.92677
ACC1052,TRIP012,06-02-2024 08:30,735,-0.779,-0.32,9.702,14.9,19.06727,72.81352
ACC1053,TRIP012,06-02-2024 08:30,756,1.699,-0.223,9.751,23.3,19.06683,72.97347
ACC1054,TRIP012,06-02-2024 08:30,777,0.228,-0.177,9.929,15.3,19.06034,72.88118
ACC1055,TRIP012,06-02-2024 08:31,798,0.918,0.681,9.418,14.4,19.01149,72.94808
ACC1056,TRIP012,06-02-2024 08:31,819,0.098,0.036,9.693,18.2,19.03682,72.87213
ACC1057,TRIP012,06-02-2024 08:32,840,-0.329,-0.127,9.47,13.9,19.10462,72.89004
ACC1058,TRIP012,06-02-2024 08:32,861,-0.926,0.388,9.701,23.3,19.119,72.87593
ACC1059,TRIP012,06-02-2024 08:32,882,-0.046,0.445,9.324,18.3,19.08219,72.86
ACC1060,TRIP012,06-02-2024 08:33,903,0.304,0.719,10.347,16.4,19.05526,72.91601
ACC1061,TRIP012,06-02-2024 08:33,924,-2.311,-0.304,9.687,20.6,19.04766,72.91333
ACC1062,TRIP012,06-02-2024 08:33,945,1.25,-0.365,10.17,17.7,18.98242,72.88193
ACC1063,TRIP012,06-02-2024 08:34,966,0.377,0.171,9.661,12.2,19.10568,72.86918
ACC1064,TRIP012,06-02-2024 08:34,987,2.969,-0.186,9.362,22.6,19.01673,72.9116
ACC1065,TRIP012,06-02-2024 08:34,1008,1.247,0.264,9.691,9.2,19.12262,72.88525
ACC1066,TRIP012,06-02-2024 08:35,1029,0.52,-0.473,9.373,14.3,19.10205,72.88541
ACC1067,TRIP012,06-02-2024 08:35,1050,-0.152,0.43,9.677,22.4,19.10402,72.88245
