flag_id,trip_id,driver_id,timestamp,elapsed_seconds,flag_type,severity,motion_score,audio_score,combined_score,explanation,context
FLAG0163,TRIP027,DRV009,06-02-2024 08:19,1276,harsh_accel,low,0.496,0,0.223,harsh braking detected. Combined score 0.223.,Motion: harsh_accel | Audio: normal
FLAG0164,TRIP027,DRV009,06-02-2024 08:25,1672,harsh_accel,low,0.429,0,0.193,harsh accel detected. Combined score 0.193.,Motion: harsh_accel | Audio: normal
FLAG0165,TRIP028,DRV009,06-02-2024 08:58,217,moderate_brake,low,0.161,0,0.072,moderate brake detected. Combined score 0.072.,Motion: moderate_brake | Audio: normal
FLAG0166,TRIP028,DRV009,06-02-2024 09:01,372,harsh_accel,low,0.516,0,0.232,harsh accel detected. Combined score 0.232.,Motion: harsh_accel | Audio: normal
FLAG0167,TRIP028,DRV009,06-02-2024 09:04,589,harsh_braking,low,0.607,0,0.273,harsh braking detected. Combined score 0.273.,Motion: harsh_braking | Audio: normal
FLAG0168,TRIP028,DRV009,06-02-2024 09:07,775,swerve,low,0.587,0,0.264,swerve detected. Combined score 0.264.,Motion: swerve | Audio: normal
FLAG0169,TRIP028,DRV009,06-02-2024 09:11,961,harsh_braking,low,0.486,0,0.219,moderate brake detected. Combined score 0.219.,Motion: harsh_braking | Audio: normal
FLAG0170,TRIP029,DRV010,06-02-2024 17:17,162,harsh_braking,low,0.728,0,0.328,harsh braking detected. Combined score 0.328.,Motion: harsh_braking | Audio: normal
FLAG0171,TRIP029,DRV010,06-02-2024 17:19,297,swerve,low,0.714,0,0.321,swerve detected. Combined score 0.321.,Motion: swerve | Audio: normal
FLAG0172,TRIP029,DRV010,06-02-2024 17:26,675,swerve,low,0.313,0,0.141,swerve detected. Combined score 0.141.,Motion: swerve | Audio: normal
FLAG0173,TRIP029,DRV010,06-02-2024 17:28,837,harsh_braking,medium,0.859,0,0.387,harsh braking detected. Combined score 0.387.,Motion: harsh_braking | Audio: normal
FLAG0174,TRIP029,DRV010,06-02-2024 17:31,999,harsh_braking,low,0.534,0,0.24,harsh braking detected. Combined score 0.24.,Motion: harsh_braking | Audio: normal
FLAG0175,TRIP029,DRV010,06-02-2024 17:33,1134,swerve,low,0.278,0,0.125,swerve detected. Combined score 0.125.,Motion: swerve | Audio: normal
FLAG0176,TRIP029,DRV010,06-02-2024 17:37,1377,harsh_braking,low,0.598,0,0.269,harsh braking detected. Combined score 0.269.,Motion: harsh_braking | Audio: normal
FLAG0177,TRIP029,DRV010,06-02-2024 17:41,1566,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0178,TRIP029,DRV010,06-02-2024 17:45,1809,harsh_accel,low,0.65,0,0.293,harsh accel detected. Combined score 0.293.,Motion: harsh_accel | Audio: normal
FLAG0179,TRIP030,DRV010,06-02-2024 18:13,62,moderate_brake,low,0.224,0,0.101,moderate brake detected. Combined score 0.101.,Motion: moderate_brake | Audio: normal
FLAG0180,TRIP030,DRV010,06-02-2024 18:17,341,moderate_brake,low,0.237,0,0.107,moderate brake detected. Combined score 0.107.,Motion: moderate_brake | Audio: normal
FLAG0181,TRIP030,DRV010,06-02-2024 18:22,620,harsh_accel,low,0.438,0,0.197,swerve detected. Combined score 0.197.,Motion: harsh_accel | Audio: normal
FLAG0182,TRIP030,DRV010,06-02-2024 18:30,1085,swerve,low,0.384,0,0.173,swerve detected. Combined score 0.173.,Motion: swerve | Audio: normal
FLAG0183,TRIP030,DRV010,06-02-2024 18:38,1581,moderate_brake,low,0.163,0,0.073,moderate brake detected. Combined score 0.073.,Motion: moderate_brake | Audio: normal
FLAG0184,TRIP030,DRV010,06-02-2024 18:40,1736,harsh_accel,low,0.633,0,0.285,pothole detected. Combined score 0.285.,Motion: harsh_accel | Audio: normal
FLAG0185,TRIP030,DRV010,06-02-2024 18:45,2015,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0186,TRIP030,DRV010,06-02-2024 18:48,2201,harsh_braking,medium,0.911,0,0.41,swerve detected. Combined score 0.41.,Motion: harsh_braking | Audio: normal
FLAG0187,TRIP030,DRV010,06-02-2024 18:53,2511,swerve,low,0.459,0,0.207,swerve detected. Combined score 0.207.,Motion: swerve | Audio: normal
FLAG0188,TRIP030,DRV010,06-02-2024 18:57,2728,harsh_accel,low,0.443,0,0.199,harsh accel detected. Combined score 0.199.,Motion: harsh_accel | Audio: normal
FLAG0189,TRIP031,DRV010,06-02-2024 19:24,280,harsh_braking,low,0.74,0,0.333,harsh braking detected. Combined score 0.333.,Motion: harsh_braking | Audio: normal
FLAG0190,TRIP031,DRV010,06-02-2024 19:32,720,harsh_accel,low,0.364,0,0.164,harsh accel detected. Combined score 0.164.,Motion: harsh_accel | Audio: normal
FLAG0191,TRIP031,DRV010,06-02-2024 19:34,880,harsh_accel,low,0.407,0,0.183,harsh accel detected. Combined score 0.183.,Motion: harsh_accel | Audio: normal
FLAG0192,TRIP031,DRV010,06-02-2024 19:46,1600,harsh_braking,low,0.364,0,0.164,harsh braking detected. Combined score 0.164.,Motion: harsh_braking | Audio: normal
FLAG0193,TRIP031,DRV010,06-02-2024 19:51,1880,moderate_brake,low,0.141,0,0.063,moderate brake detected. Combined score 0.063.,Motion: moderate_brake | Audio: normal
FLAG0194,TRIP031,DRV010,06-02-2024 20:02,2520,harsh_accel,low,0.628,0,0.283,harsh accel detected. Combined score 0.283.,Motion: harsh_accel | Audio: normal
FLAG0195,TRIP032,DRV010,06-02-2024 20:26,351,swerve,low,0.405,0,0.182,swerve detected. Combined score 0.182.,Motion: swerve | Audio: normal
FLAG0196,TRIP032,DRV010,06-02-2024 20:41,1209,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0197,TRIP032,DRV010,06-02-2024 20:51,1833,harsh_accel,low,0.431,0,0.194,harsh accel detected. Combined score 0.194.,Motion: harsh_accel | Audio: normal
FLAG0198,TRIP032,DRV010,06-02-2024 21:01,2457,harsh_accel,low,0.467,0,0.21,harsh accel detected. Combined score 0.21.,Motion: harsh_accel | Audio: normal
FLAG0199,TRIP032,DRV010,06-02-2024 21:12,3060,swerve,low,0.27,0,0.122,swerve detected. Combined score 0.122.,Motion: swerve | Audio: normal
FLAG0200,TRIP033,DRV010,06-02-2024 21:47,120,harsh_braking,low,0.529,0,0.238,moderate brake detected. Combined score 0.238.,Motion: harsh_braking | Audio: normal
FLAG0201,TRIP033,DRV010,06-02-2024 21:53,480,harsh_braking,low,0.793,0,0.357,harsh braking detected. Combined score 0.357.,Motion: harsh_braking | Audio: normal
FLAG0202,TRIP033,DRV010,06-02-2024 22:11,1560,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0203,TRIP033,DRV010,06-02-2024 22:14,1740,harsh_braking,low,0.83,0,0.373,harsh accel detected. Combined score 0.373.,Motion: harsh_braking | Audio: normal
FLAG0204,TRIP033,DRV010,06-02-2024 22:19,2040,harsh_braking,medium,0.909,0,0.409,harsh accel detected. Combined score 0.409.,Motion: harsh_braking | Audio: normal
FLAG0205,TRIP033,DRV010,06-02-2024 22:27,2550,moderate_brake,low,0.11,0,0.05,moderate brake detected. Combined score 0.05.,Motion: moderate_brake | Audio: normal
FLAG0206,TRIP033,DRV010,06-02-2024 22:38,3210,moderate_brake,low,0.134,0,0.06,moderate brake detected. Combined score 0.06.,Motion: moderate_brake | Audio: normal
FLAG0207,TRIP033,DRV010,06-02-2024 22:43,3480,swerve,low,0.499,0,0.225,swerve detected. Combined score 0.225.,Motion: swerve | Audio: normal
FLAG0208,TRIP034,DRV011,06-02-2024 06:25,0,swerve,low,0.248,0,0.112,swerve detected. Combined score 0.112.,Motion: swerve | Audio: normal
FLAG0209,TRIP034,DRV011,06-02-2024 06:33,480,harsh_accel,low,0.271,0,0.122,harsh accel detected. Combined score 0.122.,Motion: harsh_accel | Audio: normal
FLAG0210,TRIP034,DRV011,06-02-2024 06:36,705,harsh_accel,low,0.401,0,0.18,harsh accel detected. Combined score 0.18.,Motion: harsh_accel | Audio: normal
FLAG0211,TRIP035,DRV011,06-02-2024 07:16,270,harsh_braking,low,0.666,0,0.3,harsh braking detected. Combined score 0.3.,Motion: harsh_braking | Audio: normal
FLAG0212,TRIP035,DRV011,06-02-2024 07:22,648,moderate_brake,low,0.211,0,0.095,moderate brake detected. Combined score 0.095.,Motion: moderate_brake | Audio: normal
FLAG0213,TRIP035,DRV011,06-02-2024 07:25,810,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0214,TRIP035,DRV011,06-02-2024 07:28,972,harsh_braking,low,0.769,0,0.346,harsh braking detected. Combined score 0.346.,Motion: harsh_braking | Audio: normal
FLAG0215,TRIP035,DRV011,06-02-2024 07:31,1188,harsh_accel,low,0.593,0,0.267,harsh accel detected. Combined score 0.267.,Motion: harsh_accel | Audio: normal
FLAG0216,TRIP035,DRV011,06-02-2024 07:35,1431,harsh_accel,low,0.29,0,0.131,harsh accel detected. Combined score 0.131.,Motion: harsh_accel | Audio: normal
FLAG0217,TRIP035,DRV011,06-02-2024 07:39,1647,swerve,low,0.663,0,0.298,swerve detected. Combined score 0.298.,Motion: swerve | Audio: normal
FLAG0218,TRIP035,DRV011,06-02-2024 07:45,1998,harsh_braking,medium,0.939,0,0.423,harsh accel detected. Combined score 0.423.,Motion: harsh_braking | Audio: normal
FLAG0219,TRIP035,DRV011,06-02-2024 07:51,2349,swerve,low,0.772,0,0.347,harsh braking detected. Combined score 0.347.,Motion: swerve | Audio: normal
FLAG0220,TRIP035,DRV011,06-02-2024 07:55,2592,harsh_accel,low,0.279,0,0.126,harsh accel detected. Combined score 0.126.,Motion: harsh_accel | Audio: normal
FLAG0221,TRIP035,DRV011,06-02-2024 07:58,2781,swerve,low,0.698,0,0.314,harsh accel detected. Combined score 0.314.,Motion: swerve | Audio: normal
FLAG0222,TRIP035,DRV011,06-02-2024 08:03,3078,harsh_accel,low,0.616,0,0.277,harsh accel detected. Combined score 0.277.,Motion: harsh_accel | Audio: normal
FLAG0223,TRIP035,DRV011,06-02-2024 08:10,3510,swerve,low,0.5,0,0.225,swerve detected. Combined score 0.225.,Motion: swerve | Audio: normal
FLAG0224,TRIP036,DRV012,06-02-2024 17:24,116,harsh_braking,low,0.795,0,0.358,swerve detected. Combined score 0.358.,Motion: harsh_braking | Audio: normal
FLAG0225,TRIP036,DRV012,06-02-2024 17:37,841,harsh_braking,low,0.445,0,0.2,harsh braking detected. Combined score 0.2.,Motion: harsh_braking | Audio: normal
FLAG0226,TRIP036,DRV012,06-02-2024 17:44,1276,harsh_accel,low,0.637,0,0.287,harsh accel detected. Combined score 0.287.,Motion: harsh_accel | Audio: normal
FLAG0227,TRIP037,DRV012,06-02-2024 18:11,0,swerve,low,0.414,0,0.186,swerve detected. Combined score 0.186.,Motion: swerve | Audio: normal
FLAG0228,TRIP037,DRV012,06-02-2024 18:19,512,harsh_braking,low,0.403,0,0.181,moderate brake detected. Combined score 0.181.,Motion: harsh_braking | Audio: normal
FLAG0229,TRIP037,DRV012,06-02-2024 18:22,672,harsh_braking,low,0.784,0,0.353,harsh braking detected. Combined score 0.353.,Motion: harsh_braking | Audio: normal
FLAG0230,TRIP037,DRV012,06-02-2024 18:25,864,harsh_braking,low,0.701,0,0.315,harsh braking detected. Combined score 0.315.,Motion: harsh_braking | Audio: normal
FLAG0231,TRIP037,DRV012,06-02-2024 18:29,1088,harsh_accel,low,0.348,0,0.157,harsh accel detected. Combined score 0.157.,Motion: harsh_accel | Audio: normal
FLAG0232,TRIP037,DRV012,06-02-2024 18:31,1248,harsh_accel,low,0.56,0,0.252,harsh accel detected. Combined score 0.252.,Motion: harsh_accel | Audio: normal
FLAG0233,TRIP037,DRV012,06-02-2024 18:37,1600,harsh_braking,low,0.656,0,0.295,harsh braking detected. Combined score 0.295.,Motion: harsh_braking | Audio: normal
FLAG0234,TRIP038,DRV012,06-02-2024 18:51,24,swerve,low,0.657,0,0.296,swerve detected. Combined score 0.296.,Motion: swerve | Audio: normal
FLAG0235,TRIP038,DRV012,06-02-2024 18:57,360,swerve,low,0.209,0,0.094,swerve detected. Combined score 0.094.,Motion: swerve | Audio: normal
FLAG0236,TRIP038,DRV012,06-02-2024 19:08,1056,swerve,low,0.697,0,0.314,swerve detected. Combined score 0.314.,Motion: swerve | Audio: normal
FLAG0237,TRIP038,DRV012,06-02-2024 19:13,1344,harsh_braking,low,0.82,0,0.369,harsh braking detected. Combined score 0.369.,Motion: harsh_braking | Audio: normal
FLAG0238,TRIP038,DRV012,06-02-2024 19:19,1728,harsh_accel,low,0.655,0,0.295,harsh accel detected. Combined score 0.295.,Motion: harsh_accel | Audio: normal
FLAG0239,TRIP038,DRV012,06-02-2024 19:25,2088,moderate_brake,low,0.276,0,0.124,moderate brake detected. Combined score 0.124.,Motion: moderate_brake | Audio: normal
FLAG0240,TRIP038,DRV012,06-02-2024 19:29,2280,swerve,low,0.458,0,0.206,harsh accel detected. Combined score 0.206.,Motion: swerve | Audio: normal
FLAG0241,TRIP039,DRV012,06-02-2024 19:47,186,harsh_braking,medium,0.95,0,0.427,swerve detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0242,TRIP039,DRV012,06-02-2024 19:53,558,moderate_brake,low,0.131,0,0.059,moderate brake detected. Combined score 0.059.,Motion: moderate_brake | Audio: normal
FLAG0243,TRIP039,DRV012,06-02-2024 19:55,713,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0244,TRIP039,DRV012,06-02-2024 20:01,1023,moderate_brake,low,0.317,0,0.143,moderate brake detected. Combined score 0.143.,Motion: moderate_brake | Audio: normal
FLAG0245,TRIP039,DRV012,06-02-2024 20:07,1395,harsh_braking,low,0.767,0,0.345,harsh braking detected. Combined score 0.345.,Motion: harsh_braking | Audio: normal
FLAG0246,TRIP039,DRV012,06-02-2024 20:10,1581,harsh_accel,low,0.585,0,0.263,harsh accel detected. Combined score 0.263.,Motion: harsh_accel | Audio: normal
FLAG0247,TRIP039,DRV012,06-02-2024 20:12,1705,harsh_accel,low,0.585,0,0.263,moderate brake detected. Combined score 0.263.,Motion: harsh_accel | Audio: normal
FLAG0248,TRIP039,DRV012,06-02-2024 20:15,1891,harsh_accel,low,0.441,0,0.198,harsh accel detected. Combined score 0.198.,Motion: harsh_accel | Audio: normal
FLAG0249,TRIP039,DRV012,06-02-2024 20:33,2945,swerve,low,0.588,0,0.265,swerve detected. Combined score 0.265.,Motion: swerve | Audio: normal
FLAG0250,TRIP039,DRV012,06-02-2024 20:37,3193,harsh_braking,medium,0.848,0,0.382,harsh accel detected. Combined score 0.382.,Motion: harsh_braking | Audio: normal
FLAG0251,TRIP039,DRV012,06-02-2024 20:43,3596,swerve,low,0.288,0,0.13,swerve detected. Combined score 0.13.,Motion: swerve | Audio: normal
FLAG0252,TRIP040,DRV012,06-02-2024 20:55,0,swerve,low,0.604,0,0.272,swerve detected. Combined score 0.272.,Motion: swerve | Audio: normal
FLAG0253,TRIP040,DRV012,06-02-2024 20:57,123,moderate_brake,low,0.209,0,0.094,moderate brake detected. Combined score 0.094.,Motion: moderate_brake | Audio: normal
FLAG0254,TRIP040,DRV012,06-02-2024 21:00,328,swerve,low,0.396,0,0.178,swerve detected. Combined score 0.178.,Motion: swerve | Audio: normal
FLAG0255,TRIP040,DRV012,06-02-2024 21:04,574,moderate_brake,low,0.229,0,0.103,moderate brake detected. Combined score 0.103.,Motion: moderate_brake | Audio: normal
FLAG0256,TRIP040,DRV012,06-02-2024 21:10,902,swerve,low,0.495,0,0.223,swerve detected. Combined score 0.223.,Motion: swerve | Audio: normal
FLAG0257,TRIP040,DRV012,06-02-2024 21:13,1107,moderate_brake,low,0.203,0,0.091,moderate brake detected. Combined score 0.091.,Motion: moderate_brake | Audio: normal
FLAG0258,TRIP040,DRV012,06-02-2024 21:16,1312,swerve,low,0.571,0,0.257,swerve detected. Combined score 0.257.,Motion: swerve | Audio: normal
FLAG0259,TRIP041,DRV012,06-02-2024 21:38,0,swerve,low,0.245,0,0.11,swerve detected. Combined score 0.11.,Motion: swerve | Audio: normal
FLAG0260,TRIP041,DRV012,06-02-2024 21:44,405,moderate_brake,low,0.143,0,0.064,moderate brake detected. Combined score 0.064.,Motion: moderate_brake | Audio: normal
FLAG0261,TRIP041,DRV012,06-02-2024 21:47,594,swerve,low,0.674,0,0.303,harsh braking detected. Combined score 0.303.,Motion: swerve | Audio: normal
FLAG0262,TRIP041,DRV012,06-02-2024 22:00,1323,harsh_accel,low,0.377,0,0.17,harsh accel detected. Combined score 0.17.,Motion: harsh_accel | Audio: normal
FLAG0263,TRIP041,DRV012,06-02-2024 22:07,1755,harsh_braking,low,0.36,0,0.162,harsh braking detected. Combined score 0.162.,Motion: harsh_braking | Audio: normal
FLAG0264,TRIP041,DRV012,06-02-2024 22:12,2052,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0265,TRIP041,DRV012,06-02-2024 22:14,2214,harsh_accel,low,0.593,0,0.267,pothole detected. Combined score 0.267.,Motion: harsh_accel | Audio: normal
FLAG0266,TRIP042,DRV013,06-02-2024 12:31,363,moderate_brake,low,0.23,0,0.104,moderate brake detected. Combined score 0.104.,Motion: moderate_brake | Audio: normal
FLAG0267,TRIP042,DRV013,06-02-2024 12:36,693,harsh_braking,medium,0.95,0,0.427,swerve detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0268,TRIP042,DRV013,06-02-2024 12:42,1056,harsh_accel,low,0.553,0,0.249,moderate brake detected. Combined score 0.249.,Motion: harsh_accel | Audio: normal
FLAG0269,TRIP042,DRV013,06-02-2024 12:53,1716,harsh_accel,low,0.625,0,0.281,moderate brake detected. Combined score 0.281.,Motion: harsh_accel | Audio: normal
FLAG0270,TRIP043,DRV013,06-02-2024 13:41,1760,harsh_accel,low,0.313,0,0.141,harsh accel detected. Combined score 0.141.,Motion: harsh_accel | Audio: normal
FLAG0271,TRIP043,DRV013,06-02-2024 13:44,1940,harsh_braking,low,0.58,0,0.261,harsh braking detected. Combined score 0.261.,Motion: harsh_braking | Audio: normal
FLAG0272,TRIP043,DRV013,06-02-2024 13:48,2200,swerve,low,0.605,0,0.272,swerve detected. Combined score 0.272.,Motion: swerve | Audio: normal
FLAG0273,TRIP044,DRV013,06-02-2024 14:14,810,harsh_braking,low,0.46,0,0.207,harsh braking detected. Combined score 0.207.,Motion: harsh_braking | Audio: normal
FLAG0274,TRIP045,DRV014,06-02-2024 12:49,1716,harsh_accel,low,0.568,0,0.256,harsh accel detected. Combined score 0.256.,Motion: harsh_accel | Audio: normal
FLAG0275,TRIP045,DRV014,06-02-2024 12:55,2068,harsh_accel,low,0.591,0,0.266,harsh accel detected. Combined score 0.266.,Motion: harsh_accel | Audio: normal
FLAG0276,TRIP045,DRV014,06-02-2024 13:02,2508,harsh_accel,low,0.301,0,0.135,harsh accel detected. Combined score 0.135.,Motion: harsh_accel | Audio: normal
FLAG0277,TRIP045,DRV014,06-02-2024 13:13,3124,harsh_accel,low,0.432,0,0.194,moderate brake detected. Combined score 0.194.,Motion: harsh_accel | Audio: normal
FLAG0278,TRIP046,DRV014,06-02-2024 13:42,0,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0279,TRIP046,DRV014,06-02-2024 13:56,874,harsh_braking,low,0.41,0,0.184,harsh braking detected. Combined score 0.184.,Motion: harsh_braking | Audio: normal
FLAG0280,TRIP046,DRV014,06-02-2024 14:13,1900,swerve,low,0.558,0,0.251,swerve detected. Combined score 0.251.,Motion: swerve | Audio: normal
FLAG0281,TRIP046,DRV014,06-02-2024 14:25,2622,moderate_brake,low,0.105,0,0.047,moderate brake detected. Combined score 0.047.,Motion: moderate_brake | Audio: normal
FLAG0282,TRIP047,DRV014,06-02-2024 14:45,400,harsh_accel,low,0.64,0,0.288,harsh accel detected. Combined score 0.288.,Motion: harsh_accel | Audio: normal
FLAG0283,TRIP047,DRV014,06-02-2024 14:49,650,harsh_braking,low,0.773,0,0.348,moderate brake detected. Combined score 0.348.,Motion: harsh_braking | Audio: normal
FLAG0284,TRIP047,DRV014,06-02-2024 14:53,875,swerve,low,0.154,0,0.069,swerve detected. Combined score 0.069.,Motion: swerve | Audio: normal
FLAG0285,TRIP047,DRV014,06-02-2024 14:56,1050,harsh_braking,low,0.694,0,0.312,harsh braking detected. Combined score 0.312.,Motion: harsh_braking | Audio: normal
FLAG0286,TRIP047,DRV014,06-02-2024 14:59,1200,harsh_accel,low,0.387,0,0.174,harsh accel detected. Combined score 0.174.,Motion: harsh_accel | Audio: normal
FLAG0287,TRIP047,DRV014,06-02-2024 15:03,1475,harsh_accel,low,0.32,0,0.144,harsh accel detected. Combined score 0.144.,Motion: harsh_accel | Audio: normal
FLAG0288,TRIP047,DRV014,06-02-2024 15:21,2525,moderate_brake,low,0.233,0,0.105,moderate brake detected. Combined score 0.105.,Motion: moderate_brake | Audio: normal
FLAG0289,TRIP047,DRV014,06-02-2024 15:23,2675,harsh_accel,low,0.492,0,0.221,harsh accel detected. Combined score 0.221.,Motion: harsh_accel | Audio: normal
FLAG0290,TRIP047,DRV014,06-02-2024 15:27,2925,harsh_braking,low,0.545,0,0.245,harsh braking detected. Combined score 0.245.,Motion: harsh_braking | Audio: normal
FLAG0291,TRIP047,DRV014,06-02-2024 15:32,3200,harsh_accel,low,0.447,0,0.201,harsh accel detected. Combined score 0.201.,Motion: harsh_accel | Audio: normal
FLAG0292,TRIP048,DRV014,06-02-2024 16:16,1739,moderate_brake,low,0.177,0,0.08,moderate brake detected. Combined score 0.08.,Motion: moderate_brake | Audio: normal
FLAG0293,TRIP049,DRV014,06-02-2024 16:46,736,harsh_braking,medium,0.95,0,0.427,moderate brake detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0294,TRIP049,DRV014,06-02-2024 16:50,992,swerve,low,0.241,0,0.108,swerve detected. Combined score 0.108.,Motion: swerve | Audio: normal
FLAG0295,TRIP049,DRV014,06-02-2024 16:58,1472,harsh_braking,low,0.72,0,0.324,moderate brake detected. Combined score 0.324.,Motion: harsh_braking | Audio: normal
FLAG0296,TRIP049,DRV014,06-02-2024 17:08,2080,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0297,TRIP049,DRV014,06-02-2024 17:10,2208,harsh_accel,low,0.544,0,0.245,harsh accel detected. Combined score 0.245.,Motion: harsh_accel | Audio: normal
FLAG0298,TRIP049,DRV014,06-02-2024 17:15,2496,swerve,low,0.607,0,0.273,swerve detected. Combined score 0.273.,Motion: swerve | Audio: normal
FLAG0299,TRIP050,DRV015,06-02-2024 06:29,273,harsh_braking,low,0.624,0,0.281,harsh braking detected. Combined score 0.281.,Motion: harsh_braking | Audio: normal
FLAG0300,TRIP050,DRV015,06-02-2024 06:39,858,moderate_brake,low,0.17,0,0.077,moderate brake detected. Combined score 0.077.,Motion: moderate_brake | Audio: normal
FLAG0301,TRIP051,DRV015,06-02-2024 07:03,476,harsh_accel,low,0.508,0,0.229,harsh accel detected. Combined score 0.229.,Motion: harsh_accel | Audio: normal
FLAG0302,TRIP051,DRV015,06-02-2024 07:09,784,conflict_moment,high,0.645,0.95,0.976,"harsh accel detected. elevated cabin audio (88 dB, 78s sustained). Combined score 0.976.",Motion: conflict_moment | Audio: conflict
FLAG0303,TRIP051,DRV015,06-02-2024 07:16,1204,harsh_braking,low,0.783,0,0.352,harsh accel detected. Combined score 0.352.,Motion: harsh_braking | Audio: normal
FLAG0304,TRIP051,DRV015,06-02-2024 07:24,1736,harsh_braking,low,0.767,0,0.345,harsh braking detected. Combined score 0.345.,Motion: harsh_braking | Audio: normal
FLAG0305,TRIP051,DRV015,06-02-2024 07:27,1904,harsh_braking,low,0.784,0,0.353,harsh braking detected. Combined score 0.353.,Motion: harsh_braking | Audio: normal
FLAG0306,TRIP051,DRV015,06-02-2024 07:32,2212,harsh_braking,low,0.791,0,0.356,harsh braking detected. Combined score 0.356.,Motion: harsh_braking | Audio: normal
FLAG0307,TRIP051,DRV015,06-02-2024 07:39,2604,harsh_braking,medium,0.95,0,0.427,harsh braking detected. Combined score 0.427.,Motion: harsh_braking | Audio: normal
FLAG0308,TRIP051,DRV015,06-02-2024 07:46,3024,harsh_braking,low,0.544,0,0.245,harsh braking detected. Combined score 0.245.,Motion: harsh_braking | Audio: normal
FLAG0309,TRIP051,DRV015,06-02-2024 07:50,3248,swerve,low,0.324,0,0.146,moderate brake detected. Combined score 0.146.,Motion: swerve | Audio: normal
FLAG0310,TRIP052,DRV016,06-02-2024 17:05,57,swerve,low,0.526,0,0.237,swerve detected. Combined score 0.237.,Motion: swerve | Audio: normal
FLAG0311,TRIP052,DRV016,06-02-2024 17:14,551,moderate_brake,low,0.287,0,0.129,moderate brake detected. Combined score 0.129.,Motion: moderate_brake | Audio: normal
FLAG0312,TRIP052,DRV016,06-02-2024 17:19,874,swerve,low,0.186,0,0.084,pothole detected. Combined score 0.084.,Motion: swerve | Audio: normal
FLAG0313,TRIP052,DRV016,06-02-2024 17:24,1140,harsh_accel,low,0.53,0,0.239,harsh accel detected. Combined score 0.239.,Motion: harsh_accel | Audio: normal
FLAG0314,TRIP053,DRV016,06-02-2024 17:42,280,harsh_braking,medium,0.901,0,0.405,harsh braking detected. Combined score 0.405.,Motion: harsh_braking | Audio: normal
FLAG0315,TRIP053,DRV016,06-02-2024 17:47,580,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0316,TRIP053,DRV016,06-02-2024 17:50,720,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0317,TRIP053,DRV016,06-02-2024 17:52,880,harsh_accel,low,0.496,0,0.223,moderate brake detected. Combined score 0.223.,Motion: harsh_accel | Audio: normal
FLAG0318,TRIP053,DRV016,06-02-2024 17:59,1260,harsh_braking,low,0.842,0,0.379,harsh braking detected. Combined score 0.379.,Motion: harsh_braking | Audio: normal
FLAG0319,TRIP053,DRV016,06-02-2024 18:05,1620,harsh_accel,low,0.381,0,0.171,moderate brake detected. Combined score 0.171.,Motion: harsh_accel | Audio: normal
FLAG0320,TRIP053,DRV016,06-02-2024 18:12,2040,swerve,low,0.685,0,0.308,harsh accel detected. Combined score 0.308.,Motion: swerve | Audio: normal
FLAG0321,TRIP054,DRV016,06-02-2024 18:29,205,moderate_brake,low,0.186,0,0.084,moderate brake detected. Combined score 0.084.,Motion: moderate_brake | Audio: normal
FLAG0322,TRIP054,DRV016,06-02-2024 18:38,738,swerve,low,0.411,0,0.185,swerve detected. Combined score 0.185.,Motion: swerve | Audio: normal
FLAG0323,TRIP054,DRV016,06-02-2024 18:41,902,harsh_braking,low,0.708,0,0.319,harsh braking detected. Combined score 0.319.,Motion: harsh_braking | Audio: normal
FLAG0324,TRIP054,DRV016,06-02-2024 18:47,1271,pothole,low,0.1,0,0.045,pothole detected. Combined score 0.045.,Motion: pothole | Audio: normal
FLAG0325,TRIP054,DRV016,06-02-2024 18:51,1558,swerve,low,0.645,0,0.29,swerve detected. Combined score 0.29.,Motion: swerve | Audio: normal
FLAG0326,TRIP054,DRV016,06-02-2024 18:56,1845,conflict_moment,high,0.463,0.867,0.822,"harsh accel detected. elevated cabin audio (83 dB, 46s sustained). Combined score 0.822.",Motion: conflict_moment | Audio: conflict
